sim_id,timestamp,L1I_size,L1I_assoc,L1D_size,L1D_assoc,L2_size,L2_assoc,L3_size,L3_assoc,load_queue,store_queue,num_fu_read,num_fu_write,ipc,cpi,energy,edp,runtime_power,leakage_power,total_power,sim_seconds,sim_ticks
315,2025-10-30T04:44:44.502444,128kB,4,512kB,2,512kB,8,2MB,16,64,64,2,1,0.959549,1.042156,2.448844,2.5520770285,1.743430,0.606356,2.349786,0.118302,118302297764
316,2025-10-30T04:59:25.081637,128kB,4,128kB,4,512kB,8,2MB,16,48,64,2,1,0.959158,1.042581,2.357132,2.4575007925,1.686880,0.573982,2.260862,0.118351,118350568448
317,2025-10-30T04:59:38.513447,128kB,4,512kB,4,512kB,8,2MB,16,64,64,3,1,0.959566,1.042138,2.450965,2.5542435141,1.745470,0.606392,2.351862,0.118300,118300233828
318,2025-10-30T04:59:40.441874,64kB,4,64kB,4,1MB,8,2MB,16,72,64,2,1,0.958248,1.043571,2.325559,2.4268863083,1.626950,0.601513,2.228463,0.118463,118462960616
319,2025-10-30T04:59:54.139480,128kB,4,128kB,2,1MB,8,2MB,16,48,72,2,1,0.959118,1.042625,2.331039,2.4304000171,1.622670,0.613071,2.235741,0.118356,118355567876
320,2025-10-30T05:00:16.432511,64kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
321,2025-10-30T05:14:39.229641,128kB,4,128kB,2,128kB,8,2MB,16,64,64,3,1,0.957966,1.043878,2.259594,2.3587404415,1.621790,0.542825,2.164615,0.118498,118497836660
322,2025-10-30T05:14:49.646679,128kB,4,64kB,4,512kB,8,2MB,16,48,64,3,1,0.959016,1.042735,2.289276,2.3871078803,1.628450,0.567003,2.195453,0.118368,118368092864
323,2025-10-30T05:14:53.378912,128kB,4,64kB,2,256kB,8,2MB,16,48,72,3,1,0.958225,1.043596,2.217464,2.3141366531,1.579500,0.545330,2.124830,0.118466,118465822804
324,2025-10-30T05:15:04.056375,128kB,4,64kB,2,512kB,8,2MB,16,48,72,2,1,0.958685,1.043096,2.238516,2.3349874527,1.579990,0.566041,2.146031,0.118409,118408984596
325,2025-10-30T05:15:25.461509,128kB,4,512kB,4,512kB,8,2MB,16,72,64,2,1,0.959566,1.042138,2.452082,2.5554077614,1.746500,0.606434,2.352934,0.118300,118300233828
326,2025-10-30T05:29:53.508899,128kB,4,1MB,8,1MB,8,2MB,16,48,64,3,2,0.959679,1.042015,2.787559,2.9046782199,1.980240,0.694922,2.675162,0.118286,118286348432
327,2025-10-30T05:30:08.096788,128kB,4,64kB,2,512kB,8,2MB,16,48,64,3,1,0.958693,1.043087,2.236483,2.3328461727,1.578100,0.566000,2.144100,0.118408,118408029740
329,2025-10-30T05:30:16.692645,64kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
328,2025-10-30T05:30:20.085571,128kB,4,512kB,4,1MB,8,2MB,16,64,72,3,1,0.959629,1.042069,2.493562,2.5984633469,1.747420,0.645475,2.392895,0.118292,118292425524
330,2025-10-30T05:30:34.184137,128kB,4,1MB,4,1MB,8,2MB,16,72,64,2,1,0.959641,1.042056,2.690795,2.8039589902,1.887710,0.694488,2.582198,0.118291,118290900896
333,2025-10-30T05:45:36.071917,64kB,4,512kB,2,128kB,8,2MB,16,48,64,3,1,0.957975,1.043869,2.407094,2.5126908719,1.735610,0.570325,2.305935,0.118497,118496810880
331,2025-10-30T05:45:42.753057,128kB,4,128kB,2,128kB,8,2MB,16,48,64,2,1,0.957976,1.043868,2.257194,2.3562130034,1.619610,0.542727,2.162337,0.118497,118496634760
335,2025-10-30T05:45:50.006802,128kB,4,512kB,2,1MB,8,2MB,16,64,72,2,1,0.959558,1.042146,2.491540,2.5965481630,1.745340,0.645438,2.390778,0.118301,118301235808
334,2025-10-30T05:45:55.599617,128kB,4,512kB,2,256kB,8,2MB,16,48,64,3,1,0.959434,1.042281,2.425040,2.5275728715,1.741120,0.585546,2.326666,0.118317,118316571100
332,2025-10-30T05:46:00.993617,128kB,4,64kB,2,1MB,8,2MB,16,48,64,2,1,0.958831,1.042937,2.276952,2.3747169986,1.578170,0.605041,2.183211,0.118391,118390983228
337,2025-10-30T06:00:41.841446,128kB,4,64kB,2,256kB,8,2MB,16,48,64,2,1,0.958228,1.043593,2.215432,2.3120094317,1.577600,0.545289,2.122889,0.118465,118465426772
336,2025-10-30T06:00:58.538803,128kB,4,128kB,2,1MB,8,2MB,16,64,64,2,1,0.959116,1.042627,2.331395,2.4307756842,1.622950,0.613128,2.236078,0.118356,118355795880
339,2025-10-30T06:01:06.559488,64kB,4,512kB,8,1MB,8,2MB,16,48,64,3,2,0.958619,1.043167,2.629682,2.7431976251,1.878400,0.642464,2.520864,0.118417,118417049940
338,2025-10-30T06:01:07.095213,128kB,4,1MB,4,1MB,8,2MB,16,48,64,3,2,0.959643,1.042054,2.687277,2.8002877372,1.884480,0.694347,2.578827,0.118291,118290750004
340,2025-10-30T06:01:13.597530,128kB,4,64kB,2,512kB,8,2MB,16,48,64,3,1,0.958693,1.043087,2.236483,2.3328461727,1.578100,0.566000,2.144100,0.118408,118408029740
341,2025-10-30T06:16:10.152328,64kB,4,64kB,4,512kB,8,2MB,16,48,72,3,2,0.958043,1.043794,2.283658,2.3836689779,1.625470,0.562374,2.187844,0.118488,118488274296
342,2025-10-30T06:16:18.157813,128kB,4,64kB,2,512kB,8,2MB,16,64,72,3,1,0.958697,1.043082,2.240895,2.3374370130,1.582200,0.566140,2.148340,0.118407,118407415224
344,2025-10-30T06:16:28.289094,128kB,4,128kB,4,1MB,8,2MB,16,48,72,2,1,0.959287,1.042441,2.399631,2.5014741806,1.688870,0.613065,2.301935,0.118335,118334626732
345,2025-10-30T06:16:32.961177,128kB,4,64kB,2,1MB,8,2MB,16,48,64,2,1,0.958831,1.042937,2.276952,2.3747169986,1.578170,0.605041,2.183211,0.118391,118390983228
343,2025-10-30T06:16:33.331880,64kB,4,64kB,2,256kB,8,2MB,16,64,72,2,1,0.956100,1.045916,2.213283,2.3149078094,1.575360,0.540759,2.116119,0.118729,118729144100
346,2025-10-30T06:31:21.062620,64kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
347,2025-10-30T06:31:35.180938,128kB,4,64kB,2,512kB,8,2MB,16,48,64,2,1,0.958693,1.043087,2.236483,2.3328461727,1.578100,0.566000,2.144100,0.118408,118408029740
349,2025-10-30T06:31:40.312142,64kB,4,512kB,2,128kB,8,2MB,16,64,72,2,1,0.958010,1.043830,2.411461,2.5171556333,1.739740,0.570465,2.310205,0.118492,118492404072
348,2025-10-30T06:31:42.195024,64kB,4,512kB,4,512kB,16,2MB,16,64,72,2,1,0.958597,1.043191,2.447072,2.5527630146,1.742610,0.603146,2.345756,0.118420,118419781704
350,2025-10-30T06:31:55.596170,128kB,4,64kB,8,512kB,8,2MB,16,48,64,3,1,0.959044,1.042705,2.513727,2.6210758642,1.841400,0.569375,2.410775,0.118365,118364596168
351,2025-10-30T06:46:42.382304,128kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.956670,1.045292,2.206494,2.3064308809,1.576150,0.534738,2.110888,0.118658,118658350524
352,2025-10-30T06:46:54.870974,64kB,4,64kB,2,128kB,8,2MB,16,64,64,3,1,0.954183,1.048017,2.202257,2.3080025763,1.571190,0.530166,2.101356,0.118968,118967629620
353,2025-10-30T06:46:57.178841,64kB,4,64kB,2,128kB,8,2MB,16,48,64,2,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
354,2025-10-30T06:47:06.607053,64kB,4,64kB,2,512kB,8,2MB,16,48,64,2,1,0.957689,1.044180,2.228749,2.3272150857,1.573120,0.561329,2.134449,0.118532,118532084860
355,2025-10-30T06:47:22.382848,128kB,4,1MB,4,1MB,8,2MB,16,72,64,3,1,0.959641,1.042056,2.690795,2.8039589902,1.887710,0.694488,2.582198,0.118291,118290900896
357,2025-10-30T07:02:28.040887,128kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.956670,1.045292,2.206494,2.3064308809,1.576150,0.534738,2.110888,0.118658,118658350524
358,2025-10-30T07:02:36.345316,128kB,4,512kB,4,1MB,8,2MB,16,64,72,2,1,0.959629,1.042069,2.493562,2.5984633469,1.747420,0.645475,2.392895,0.118292,118292425524
356,2025-10-30T07:02:39.644088,128kB,4,128kB,2,512kB,8,2MB,16,48,72,2,1,0.959018,1.042733,2.290519,2.3884002119,1.622620,0.574030,2.196650,0.118368,118367791080
359,2025-10-30T07:02:45.655615,64kB,4,128kB,4,1MB,8,2MB,16,48,72,2,1,0.958382,1.043425,2.392046,2.4959201300,1.684100,0.608394,2.292494,0.118446,118446377728
360,2025-10-30T07:02:58.420997,128kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.956670,1.045292,2.206494,2.3064308809,1.576150,0.534738,2.110888,0.118658,118658350524
365,2025-10-30T07:18:28.580533,64kB,4,64kB,2,512kB,8,2MB,16,48,64,3,1,0.957689,1.044180,2.228749,2.3272150857,1.573120,0.561329,2.134449,0.118532,118532084860
363,2025-10-30T07:18:35.331669,64kB,4,64kB,2,128kB,8,2MB,16,48,64,2,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
362,2025-10-30T07:18:35.418616,64kB,4,64kB,2,128kB,8,2MB,16,48,64,2,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
364,2025-10-30T07:18:36.645827,128kB,4,64kB,2,1MB,8,2MB,16,48,64,2,1,0.958831,1.042937,2.276952,2.3747169986,1.578170,0.605041,2.183211,0.118391,118390983228
361,2025-10-30T07:18:36.998955,128kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.956670,1.045292,2.206494,2.3064308809,1.576150,0.534738,2.110888,0.118658,118658350524
366,2025-10-30T07:33:46.017834,128kB,4,1MB,8,512kB,8,2MB,16,48,72,3,1,0.959642,1.042055,2.748956,2.8645630098,1.982090,0.655924,2.638014,0.118291,118290900896
368,2025-10-30T07:33:52.502355,128kB,4,1MB,8,1MB,8,2MB,16,48,64,2,1,0.959679,1.042015,2.787559,2.9046782199,1.980240,0.694922,2.675162,0.118286,118286348432
370,2025-10-30T07:33:56.624932,128kB,4,1MB,2,256kB,8,2MB,16,48,64,3,1,0.959572,1.042131,2.622240,2.7327178477,1.882530,0.633699,2.516229,0.118299,118299430340
367,2025-10-30T07:33:59.309199,128kB,4,1MB,4,1MB,8,2MB,16,48,64,2,2,0.959643,1.042054,2.687277,2.8002877372,1.884480,0.694347,2.578827,0.118291,118290750004
369,2025-10-30T07:33:59.406250,64kB,4,128kB,2,512kB,8,2MB,16,64,64,2,1,0.958075,1.043760,2.283169,2.3830800965,1.618030,0.569416,2.187446,0.118484,118484404892
371,2025-10-30T07:48:54.449080,128kB,4,128kB,2,256kB,8,2MB,16,64,64,2,1,0.958651,1.043132,2.269684,2.3675801755,1.622460,0.553376,2.175836,0.118413,118413093904
373,2025-10-30T07:49:01.244182,128kB,4,64kB,2,512kB,8,2MB,16,48,64,3,1,0.958693,1.043087,2.236483,2.3328461727,1.578100,0.566000,2.144100,0.118408,118408029740
372,2025-10-30T07:49:09.317281,64kB,4,64kB,2,128kB,8,2MB,16,64,64,3,1,0.954183,1.048017,2.202257,2.3080025763,1.571190,0.530166,2.101356,0.118968,118967629620
375,2025-10-30T07:49:15.725357,64kB,4,64kB,2,128kB,8,2MB,16,48,64,2,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
374,2025-10-30T07:49:16.158455,128kB,4,64kB,2,128kB,8,2MB,16,64,64,3,1,0.956719,1.045239,2.208827,2.3087524134,1.578390,0.534837,2.113227,0.118652,118652251536
376,2025-10-30T08:04:20.571174,128kB,4,128kB,2,1MB,8,2MB,16,48,72,2,1,0.959118,1.042625,2.331039,2.4304000171,1.622670,0.613071,2.235741,0.118356,118355567876
377,2025-10-30T08:04:23.303350,128kB,4,64kB,4,512kB,8,2MB,16,48,64,3,1,0.959016,1.042735,2.289276,2.3871078803,1.628450,0.567003,2.195453,0.118368,118368092864
378,2025-10-30T08:04:25.424563,128kB,4,512kB,4,512kB,8,2MB,16,64,64,3,1,0.959566,1.042138,2.450965,2.5542435141,1.745470,0.606392,2.351862,0.118300,118300233828
379,2025-10-30T08:04:26.823096,128kB,4,64kB,2,512kB,8,2MB,16,48,64,3,1,0.958693,1.043087,2.236483,2.3328461727,1.578100,0.566000,2.144100,0.118408,118408029740
380,2025-10-30T08:04:31.593753,128kB,4,512kB,4,512kB,8,2MB,16,48,72,2,1,0.959573,1.042130,2.450584,2.5538274446,1.745180,0.606335,2.351515,0.118299,118299431768
381,2025-10-30T08:19:30.940307,128kB,4,64kB,2,1MB,8,2MB,16,48,64,2,1,0.958831,1.042937,2.276952,2.3747169986,1.578170,0.605041,2.183211,0.118391,118390983228
384,2025-10-30T08:19:39.969712,128kB,4,64kB,2,512kB,8,2MB,16,64,72,3,1,0.958697,1.043082,2.240895,2.3374370130,1.582200,0.566140,2.148340,0.118407,118407415224
382,2025-10-30T08:19:43.704391,128kB,4,64kB,2,256kB,8,2MB,16,48,64,3,1,0.958228,1.043593,2.215432,2.3120094317,1.577600,0.545289,2.122889,0.118465,118465426772
383,2025-10-30T08:19:46.001418,64kB,4,512kB,4,1MB,8,2MB,16,64,72,2,1,0.958629,1.043156,2.486293,2.5935919590,1.742630,0.640804,2.383434,0.118416,118415865176
385,2025-10-30T08:19:48.266935,128kB,4,512kB,4,512kB,8,2MB,16,64,72,3,1,0.959582,1.042120,2.452967,2.5562860397,1.747390,0.606434,2.353824,0.118298,118298200356
386,2025-10-30T08:34:37.796798,128kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.956670,1.045292,2.206494,2.3064308809,1.576150,0.534738,2.110888,0.118658,118658350524
387,2025-10-30T08:34:56.826001,64kB,4,128kB,2,1MB,8,2MB,16,48,72,2,1,0.958264,1.043554,2.323243,2.4244299421,1.617880,0.608400,2.226280,0.118461,118460974268
389,2025-10-30T08:34:56.964579,64kB,4,64kB,2,128kB,8,2MB,16,48,64,2,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
388,2025-10-30T08:34:57.114555,128kB,4,64kB,2,512kB,8,2MB,16,64,64,3,1,0.958697,1.043082,2.238870,2.3353251660,1.580300,0.566099,2.146399,0.118407,118407461396
390,2025-10-30T08:35:00.813545,128kB,4,128kB,4,512kB,8,2MB,16,48,72,2,1,0.959152,1.042588,2.359162,2.4596338566,1.688770,0.574024,2.262794,0.118351,118351385740
394,2025-10-30T08:50:18.291993,128kB,4,512kB,2,1MB,8,2MB,16,48,72,2,1,0.959566,1.042138,2.489135,2.5940223264,1.743150,0.645339,2.388489,0.118300,118300261912
393,2025-10-30T08:50:19.090720,128kB,4,512kB,2,256kB,8,2MB,16,48,64,3,1,0.959434,1.042281,2.425040,2.5275728715,1.741120,0.585546,2.326666,0.118317,118316571100
391,2025-10-30T08:50:20.925372,128kB,4,64kB,2,512kB,8,2MB,16,48,72,3,1,0.958685,1.043096,2.238516,2.3349874527,1.579990,0.566041,2.146031,0.118409,118408984596
392,2025-10-30T08:50:21.879247,128kB,4,64kB,8,256kB,8,2MB,16,48,64,3,1,0.958490,1.043308,2.492822,2.6007808326,1.840680,0.548664,2.389344,0.118433,118433153020
395,2025-10-30T08:50:23.969558,64kB,4,64kB,2,512kB,8,2MB,16,64,64,2,1,0.957689,1.044180,2.231150,2.3297217127,1.575320,0.561428,2.136748,0.118532,118532084860
396,2025-10-30T09:05:30.363038,64kB,4,64kB,2,512kB,8,2MB,16,48,64,3,1,0.957689,1.044180,2.228749,2.3272150857,1.573120,0.561329,2.134449,0.118532,118532084860
397,2025-10-30T09:05:34.258840,128kB,4,512kB,4,256kB,8,2MB,16,48,72,4,1,0.959518,1.042190,2.429099,2.5315826172,1.745140,0.585624,2.330764,0.118306,118306150984
399,2025-10-30T09:05:38.227600,128kB,4,64kB,4,512kB,8,2MB,16,48,72,3,2,0.959028,1.042722,2.291292,2.3891804944,1.630370,0.567044,2.197414,0.118367,118366640112
398,2025-10-30T09:05:39.707888,128kB,4,64kB,2,128kB,8,2MB,16,64,64,3,1,0.956719,1.045239,2.208827,2.3087524134,1.578390,0.534837,2.113227,0.118652,118652251536
400,2025-10-30T09:05:39.866175,128kB,4,64kB,2,128kB,8,2MB,16,48,64,2,1,0.956670,1.045292,2.206494,2.3064308809,1.576150,0.534738,2.110888,0.118658,118658350524
401,2025-10-30T09:20:26.549140,64kB,4,512kB,2,128kB,8,2MB,16,64,64,3,1,0.957975,1.043869,2.409483,2.5151851094,1.737800,0.570424,2.308224,0.118497,118496810880
402,2025-10-30T09:20:37.535891,128kB,4,64kB,2,128kB,8,2MB,16,64,64,3,1,0.956719,1.045239,2.208827,2.3087524134,1.578390,0.534837,2.113227,0.118652,118652251536
403,2025-10-30T09:20:51.102349,128kB,4,64kB,4,512kB,8,2MB,16,48,72,3,2,0.959028,1.042722,2.291292,2.3891804944,1.630370,0.567044,2.197414,0.118367,118366640112
405,2025-10-30T09:20:56.187304,128kB,4,1MB,4,1MB,8,2MB,16,48,64,2,1,0.959643,1.042054,2.687277,2.8002877372,1.884480,0.694347,2.578827,0.118291,118290750004
404,2025-10-30T09:20:59.830420,128kB,4,512kB,4,512kB,8,2MB,16,64,80,2,1,0.959587,1.042115,2.454979,2.5583705293,1.749290,0.606476,2.355766,0.118298,118297653908
406,2025-10-30T09:35:35.808654,128kB,4,512kB,2,512kB,8,2MB,16,64,64,2,1,0.959549,1.042156,2.448844,2.5520770285,1.743430,0.606356,2.349786,0.118302,118302297764
407,2025-10-30T09:36:03.086894,64kB,4,64kB,4,1MB,8,2MB,16,48,64,2,1,0.958240,1.043580,2.322042,2.4232362578,1.623700,0.601373,2.225073,0.118464,118463965452
408,2025-10-30T09:36:11.522666,128kB,4,512kB,2,256kB,8,2MB,16,48,64,2,1,0.959434,1.042281,2.425040,2.5275728715,1.741120,0.585546,2.326666,0.118317,118316571100
410,2025-10-30T09:36:13.316864,128kB,4,512kB,2,512kB,8,2MB,16,48,64,3,1,0.959524,1.042183,2.446501,2.5497013580,1.741220,0.606257,2.347477,0.118305,118305434604
409,2025-10-30T09:36:15.111367,64kB,4,128kB,2,128kB,8,2MB,16,64,64,2,1,0.954760,1.047384,2.254059,2.3608657460,1.613930,0.538155,2.152085,0.118896,118895744100
411,2025-10-30T09:50:53.972143,128kB,4,64kB,2,512kB,8,2MB,16,48,64,3,1,0.958693,1.043087,2.236483,2.3328461727,1.578100,0.566000,2.144100,0.118408,118408029740
412,2025-10-30T09:51:14.758782,128kB,4,512kB,4,512kB,8,2MB,16,48,64,3,2,0.959567,1.042137,2.448568,2.5517428703,1.743270,0.606294,2.349564,0.118300,118300131012
413,2025-10-30T09:51:23.338045,128kB,4,1MB,4,1MB,8,2MB,16,48,64,2,1,0.959643,1.042054,2.687277,2.8002877372,1.884480,0.694347,2.578827,0.118291,118290750004
415,2025-10-30T09:51:30.693977,64kB,4,512kB,2,128kB,8,2MB,16,48,64,2,1,0.957975,1.043869,2.407094,2.5126908719,1.735610,0.570325,2.305935,0.118497,118496810880
414,2025-10-30T09:51:31.081045,128kB,4,128kB,2,1MB,8,2MB,16,48,72,2,1,0.959118,1.042625,2.331039,2.4304000171,1.622670,0.613071,2.235741,0.118356,118355567876
416,2025-10-30T10:06:13.436499,128kB,4,128kB,4,1MB,8,2MB,16,48,64,2,1,0.959234,1.042499,2.397667,2.4995658956,1.686900,0.613023,2.299923,0.118341,118341217428
417,2025-10-30T10:06:33.788366,128kB,4,64kB,2,1MB,8,2MB,16,48,72,2,1,0.958844,1.042922,2.278964,2.3767816434,1.580090,0.605082,2.185172,0.118389,118389227264
420,2025-10-30T10:06:37.756238,64kB,4,64kB,2,128kB,8,2MB,16,64,64,2,1,0.954183,1.048017,2.202257,2.3080025763,1.571190,0.530166,2.101356,0.118968,118967629620
419,2025-10-30T10:06:39.937157,128kB,4,128kB,4,1MB,8,2MB,16,48,72,2,1,0.959287,1.042441,2.399631,2.5014741806,1.688870,0.613065,2.301935,0.118335,118334626732
418,2025-10-30T10:06:40.273357,128kB,4,64kB,4,1MB,8,2MB,16,48,64,2,1,0.959158,1.042581,2.329734,2.4289361728,1.628540,0.606043,2.234583,0.118351,118350516564
